date,precip,cloud cover,solar radiation,humidity,pressure,UV index,temp min,temp max,solar energy,PV output
2020-10-01,3.298,66.1,107.4,89.5,997.4,6.0,7.4,12.8,9.0,2.402
2020-10-02,24.499,83.5,51.1,95.3,986.1,3.0,8.7,12.8,4.3,1.046
2020-10-03,25.628,83.7,10.7,95.7,989.0,1.0,9.4,11.5,1.0,0.721
2020-10-04,17.417,78.5,24.7,93.3,985.3,1.0,8.4,10.5,2.0,0.782
2020-10-05,1.118,69.5,42.9,95.4,997.0,2.0,8.6,13.0,3.6,1.661
2020-10-06,4.608,64.6,70.7,90.9,1000.4,4.0,10.7,12.9,6.0,2.613
2020-10-07,0.829,71.8,99.3,86.1,1013.5,5.0,8.9,14.5,8.7,1.777
2020-10-08,5.912,82.1,62.8,91.7,1012.9,3.0,8.7,15.1,5.2,2.514
2020-10-09,0.866,50.4,93.2,88.0,1020.4,4.0,6.6,12.5,8.2,1.77
2020-10-10,0.222,46.1,57.9,84.3,1025.4,2.0,5.6,12.6,5.1,2.538
2020-10-11,0.506,60.3,101.6,83.1,1027.0,5.0,7.6,13.3,8.9,2.788
2020-10-12,1.92,79.3,39.4,94.9,1020.1,1.0,6.9,11.3,3.5,0.684
2020-10-13,3.228,61.8,77.2,86.4,1012.3,3.0,7.1,11.0,6.6,1.451
2020-10-14,0.148,56.0,100.9,83.3,1020.1,5.0,7.8,13.0,8.8,2.477
2020-10-15,0.0,61.0,82.1,83.6,1025.7,4.0,6.1,11.5,7.1,2.684
2020-10-16,0.051,75.3,63.4,84.4,1025.0,4.0,4.7,11.5,5.4,2.025
2020-10-17,0.0,85.6,74.7,86.6,1022.4,4.0,5.7,12.1,6.5,1.949
2020-10-18,0.106,84.2,33.3,88.2,1023.6,1.0,7.1,11.5,3.0,1.99
2020-10-19,0.024,77.9,60.6,83.7,1012.5,3.0,8.0,13.3,5.3,1.635
2020-10-20,3.524,77.8,79.3,90.5,998.4,5.0,12.2,15.9,6.8,2.012
2020-10-21,17.147,81.9,35.9,96.0,996.4,2.0,11.4,14.4,3.0,0.488
2020-10-22,1.663,78.6,56.9,89.7,1007.8,3.0,10.0,12.0,4.9,1.704
2020-10-23,4.347,63.1,55.0,88.6,1008.3,3.0,7.2,12.1,4.6,1.298
2020-10-24,4.999,78.0,36.8,92.3,1000.5,2.0,8.1,13.3,3.1,0.407
2020-10-25,3.959,37.5,62.6,84.1,995.4,4.0,6.4,11.4,5.7,1.266
2020-10-26,2.433,40.7,67.6,87.1,999.2,3.0,6.4,12.0,5.7,1.971
2020-10-27,4.383,66.6,52.0,89.2,998.0,2.0,7.4,12.9,4.6,0.87
2020-10-28,5.466,58.3,62.4,83.6,1002.9,3.0,7.5,10.9,5.4,0.923
2020-10-29,4.429,82.0,32.2,91.3,1012.0,2.0,8.7,13.6,2.7,0.984
2020-10-30,2.312,93.7,33.3,93.2,1015.5,2.0,13.3,15.1,3.0,0.555
2020-10-31,14.177,80.4,48.8,86.8,1009.6,3.0,8.8,13.5,4.2,1.012
