date,precip,cloud cover,solar radiation,humidity,pressure,UV index,temp min,temp max,solar energy,PV output
2019-12-01,0.0,72.0,27.9,87.3,1024.4,2.0,0.9,5.4,2.4,0.748
2019-12-02,0.12,41.2,,82.0,1032.6,2.0,-1.1,5.8,3.9,1.122
2019-12-03,0.0,59.8,42.5,82.6,1027.7,3.0,2.1,8.2,3.7,1.091
2019-12-04,0.096,26.2,43.8,90.6,1020.7,3.0,1.0,6.9,3.7,1.06
2019-12-05,0.134,85.2,26.5,91.5,1019.4,2.0,1.9,9.7,2.3,0.712
2019-12-06,3.34,87.4,19.2,90.7,1008.3,1.0,8.3,11.2,1.7,0.492
2019-12-07,0.219,86.7,28.5,89.5,1013.2,1.0,6.9,9.8,2.2,0.776
2019-12-08,3.489,67.8,28.4,83.6,1001.2,2.0,5.7,10.8,2.5,0.67
2019-12-09,8.222,44.1,32.5,76.6,1013.7,2.0,2.5,8.6,2.9,0.944
2019-12-10,6.661,80.7,11.3,90.7,1013.0,1.0,2.4,11.5,1.0,0.078
2019-12-11,2.381,40.6,26.3,86.9,1005.7,2.0,2.5,5.6,2.3,0.301
2019-12-12,7.992,80.9,16.6,92.5,987.9,1.0,2.3,9.0,1.5,0.39
2019-12-13,7.915,61.7,35.5,80.3,982.8,2.0,5.4,7.3,3.1,0.839
2019-12-14,8.275,60.3,30.7,79.5,990.8,2.0,5.3,7.7,2.6,0.69
2019-12-15,8.11,53.9,33.8,82.1,994.8,2.0,4.7,8.0,3.1,0.479
2019-12-16,6.75,72.4,28.6,87.8,998.9,2.0,3.8,8.0,2.6,0.375
2019-12-17,1.371,67.0,21.1,96.5,1000.9,1.0,1.3,7.0,1.7,0.194
2019-12-18,13.339,67.9,14.9,93.1,1003.2,1.0,1.3,10.8,1.3,0.261
2019-12-19,20.449,78.5,7.2,92.8,991.6,0.0,8.4,11.0,0.7,0.325
2019-12-20,5.302,70.9,18.2,94.4,980.8,1.0,4.3,8.6,1.6,0.46
2019-12-21,10.452,63.2,24.0,93.4,976.1,2.0,6.0,8.6,2.1,0.349
2019-12-22,4.718,64.2,28.5,90.5,987.3,1.0,6.1,8.4,2.5,0.555
2019-12-23,2.947,67.5,27.2,86.6,1008.3,1.0,6.9,8.9,2.3,0.597
2019-12-24,3.453,75.5,20.7,89.4,1010.0,2.0,6.6,10.1,1.7,0.635
2019-12-25,0.12,46.1,40.9,88.3,1023.5,2.0,1.5,8.3,3.5,1.008
2019-12-26,10.681,87.6,13.4,92.4,1014.5,1.0,6.1,10.1,1.1,0.688
2019-12-27,14.274,93.9,16.3,98.6,1028.4,1.0,8.3,10.4,1.3,0.18
2019-12-28,0.211,89.9,13.3,95.7,1034.7,1.0,7.1,9.5,1.1,0.509
2019-12-29,0.0,93.7,29.8,93.1,1032.6,2.0,5.7,8.4,2.6,0.956
2019-12-30,0.038,87.0,40.5,96.1,1029.8,2.0,3.6,9.6,3.6,0.8009999999999999
2019-12-31,0.0,94.9,12.5,92.8,1030.0,1.0,4.9,6.9,1.0,0.181
