cloud cover,solar radiation,humidity,pressure,UV index,temp min,temp max,solar energy,PV output,precip
0.559,0.09631999999999999,0.78125,0.5197817189631646,0.30000000000000004,0.32882882882882886,0.2986577181208054,0.08888888888888889,0.06931567328918323,1.5633939739326936
0.473,0.15296,0.794921875,0.7394270122783073,0.30000000000000004,0.17567567567567569,0.21812080536912754,0.14814814814814814,0.15202354672553348,0.4891933236388768
0.198,0.07488,0.72265625,0.9590723055934518,0.30000000000000004,0.0900900900900901,0.23154362416107382,0.1740740740740741,0.1667402501839588,0.0916671885258238
0.38200000000000006,0.07283200000000001,0.578125,1.0,0.30000000000000004,0.13513513513513514,0.2583892617449664,0.17037037037037034,0.18793230316409124,0.09075436326846414
0.53,0.08384,0.90234375,0.9195088676671208,0.2,0.13063063063063063,0.14765100671140938,0.07777777777777777,0.07682119205298013,0.08617769624105233
0.9400000000000001,0.024320000000000005,0.978515625,0.8540245566166433,0.1,0.20270270270270271,0.22483221476510065,0.018518518518518517,0.02222222222222222,0.2405904649179304
0.9940000000000001,0.006720000000000004,0.94140625,0.7667121418826728,0.0,0.37387387387387394,0.20805369127516776,0.0,0.0634289919058131,0.1697427745870945
0.98,0.023679999999999996,0.947265625,0.6630286493860851,0.1,0.36936936936936937,0.18791946308724833,0.02592592592592592,0.03222958057395143,0.13365638481267358
0.968,0.004799999999999999,0.943359375,0.5702592087312404,0.0,0.37387387387387394,0.2550335570469799,0.0,0.042236938925680645,0.15529288440603534
0.74,0.03616,0.931640625,0.45293315143246815,0.1,0.44594594594594594,0.2986577181208054,0.03333333333333334,0.02119205298013245,1.8620625930704788
0.67,0.0416,0.84375,0.3260572987721684,0.1,0.34684684684684686,0.24496644295302014,0.04444444444444444,0.05768947755702721,1.929199878349293
0.493,0.08832,0.720703125,0.319236016371077,0.2,0.26126126126126126,0.15771812080536912,0.08518518518518518,0.10493009565857248,1.5949332262312186
0.446,0.13888,0.689453125,0.4802182810368336,0.2,0.31081081081081086,0.3087248322147651,0.1333333333333333,0.19808682855040471,0.2183319943169877
0.9490000000000001,0.06432,0.953125,0.4010914051841734,0.2,0.5045045045045046,0.3825503355704698,0.06296296296296296,0.11434878587196469,0.9102726595485922
0.876,0.07072,0.958984375,0.4256480218281027,0.1,0.509009009009009,0.3624161073825503,0.06296296296296296,0.08314937454010302,0.42787870294506447
0.687,0.14528000000000002,0.681640625,0.42974079126875786,0.30000000000000004,0.43243243243243246,0.33221476510067116,0.14074074074074072,0.2080941869021339,0.49469624183610705
0.8290000000000001,0.05728,0.80078125,0.45020463847203196,0.1,0.45495495495495497,0.3758389261744966,0.05925925925925925,0.08520971302428257,2.1229798436943192
0.698,0.08000000000000002,0.75,0.5443383356070939,0.2,0.36936936936936937,0.32885906040268453,0.07777777777777777,0.06401766004415012,0.830297018707179
0.675,0.07808000000000001,0.55859375,0.6984993178717591,0.1,0.3783783783783784,0.2550335570469799,0.07407407407407408,0.24459161147902866,1.1568811967920856
0.608,0.17152,0.736328125,0.8431105047748986,0.4,0.26576576576576577,0.2885906040268456,0.16296296296296292,0.19058130978660778,0.023716526617316044
0.662,0.2368,0.771484375,0.7503410641200521,0.4,0.2972972972972973,0.2651006711409396,0.22962962962962963,0.26857983811626196,0.013902905168991422
0.748,0.08608,0.865234375,0.5593451568894938,0.2,0.34684684684684686,0.33221476510067116,0.08888888888888889,0.1252391464311994,0.11243542932978817
0.6890000000000001,0.21984000000000004,0.66015625,0.525238744884037,0.4,0.38288288288288286,0.32550335570469796,0.2222222222222222,0.2650478292862399,1.2490417676935142
0.856,0.03616,0.80078125,0.26603001364256507,0.1,0.5540540540540542,0.3959731543624161,0.03333333333333334,0.033259749816041205,2.1825620503943153
0.659,0.13376,0.568359375,0.35061391541609765,0.2,0.3423423423423424,0.2684563758389262,0.12962962962962965,0.09948491537895511,1.5230081844357126
0.465,0.19552,0.490234375,0.49249658935879914,0.4,0.28828828828828834,0.21476510067114093,0.18888888888888888,0.1626195732155997,0.9962103550500285
0.649,0.21536,0.720703125,0.5402455661664387,0.4,0.28378378378378377,0.24496644295302014,0.2148148148148148,0.22295805739514346,1.3917792913504603
0.753,0.14880000000000002,0.783203125,0.3233287858117322,0.30000000000000004,0.3918918918918919,0.2852348993288591,0.15185185185185185,0.12155997056659308,3.2920891111956068
0.8029999999999999,0.09376,0.880859375,0.5511596180081852,0.2,0.35135135135135137,0.3422818791946309,0.0925925925925926,0.09094922737306843,1.1740289279528637
0.9259999999999999,0.02496,0.947265625,0.3833560709413373,0.1,0.6036036036036037,0.4026845637583893,0.018518518518518517,0.01824871228844739,2.9539723393057593
0.7320000000000001,0.04959999999999999,0.783203125,0.2824010914051822,0.1,0.36036036036036034,0.3993288590604027,0.04814814814814815,0.08888888888888888,2.791901033272154
0.534,0.18144,0.64453125,0.48976807639836295,0.30000000000000004,0.3648648648648649,0.2852348993288591,0.18518518518518517,0.18999264164827076,1.9878743481543455
0.5920000000000001,0.17888,0.73828125,0.6111869031377886,0.4,0.34684684684684686,0.2751677852348993,0.1740740740740741,0.12553348050036792,1.5677822371652677
0.738,0.0768,0.779296875,0.6070941336971352,0.1,0.3423423423423424,0.30201342281879195,0.07037037037037037,0.09580573951434879,1.2686363176516582
0.614,0.1456,0.736328125,0.5197817189631646,0.30000000000000004,0.32432432432432434,0.3053691275167785,0.13703703703703707,0.15025754231052244,1.6266882658406279
0.706,0.12864,0.65234375,0.6575716234652091,0.2,0.32882882882882886,0.3187919463087248,0.12222222222222222,0.17306843267108166,0.15871169115482087
0.8320000000000001,0.15872,0.7109375,0.6152796725784437,0.30000000000000004,0.545045045045045,0.3624161073825503,0.15185185185185185,0.13760117733627664,1.1590800354351993
0.8620000000000001,0.14336000000000002,0.783203125,0.5961800818553868,0.2,0.4504504504504505,0.3926174496644295,0.14074074074074072,0.20014716703458424,0.9798287526781426
0.845,0.05376,0.8671875,0.49386084583901635,0.1,0.45945945945945954,0.3523489932885906,0.04814814814814815,0.046504782928623985,2.223650104905903
0.559,0.14912,0.734375,0.3792633015006803,0.30000000000000004,0.28378378378378377,0.22818791946308725,0.14814814814814814,0.1782192788815305,1.9761621922258341
0.494,0.34656000000000003,0.568359375,0.43246930422919405,0.5,0.23873873873873874,0.22818791946308725,0.34074074074074073,0.3580573951434879,0.7979575449122904
0.613,0.37792,0.65625,0.4079126875852648,0.5,0.22522522522522526,0.23825503355704697,0.37777777777777777,0.33818984547461367,2.366404605707
0.938,0.06688000000000001,0.884765625,0.3819918144611183,0.1,0.22522522522522526,0.3724832214765101,0.06296296296296296,0.04856512141280352,2.334180654583796
0.622,0.29888,0.69921875,0.15143246930422904,0.4,0.34684684684684686,0.3389261744966443,0.30000000000000004,0.24812362030905075,2.7922075091089336
0.521,0.33824000000000004,0.6953125,0.19099590723056004,0.4,0.2747747747747748,0.22147651006711408,0.3370370370370371,0.31949963208241355,1.6895421566757618
0.39,0.32224,0.6796875,0.22646657571623408,0.4,0.2702702702702703,0.2583892617449664,0.31851851851851853,0.33480500367917587,1.523226215615035
0.40399999999999997,0.31296,0.6484375,0.39563437926330103,0.5,0.26126126126126126,0.29530201342281875,0.3111111111111111,0.40029433406916853,0.1856493468866293
0.922,0.07232,0.900390625,0.41200545702591995,0.1,0.30180180180180183,0.27181208053691275,0.06666666666666667,0.11008094186902133,1.5162255307119217
0.898,0.0672,0.8515625,0.29331514324693053,0.1,0.2792792792792793,0.17449664429530198,0.07037037037037037,0.16835908756438556,2.3355361931337315
0.5970000000000001,0.24128,0.791015625,0.42974079126875786,0.4,0.18468468468468469,0.24496644295302014,0.23703703703703705,0.3415746872700515,0.9345235001352148
0.8520000000000001,0.16864,0.79296875,0.5429740791268749,0.2,0.33783783783783783,0.3758389261744966,0.16296296296296292,0.25813097866078,0.036331929247390274
0.596,0.29952,0.71484375,0.42701227830832167,0.4,0.42342342342342343,0.3154362416107383,0.2962962962962963,0.2416482707873436,1.548625773037343
0.737,0.20032,0.765625,0.5115961800818543,0.30000000000000004,0.40990990990990994,0.3523489932885906,0.1962962962962963,0.14231052244297274,2.0400508140749167
0.9640000000000001,0.16224,0.9296875,0.4406548431105044,0.30000000000000004,0.5630630630630631,0.4328859060402685,0.15925925925925927,0.188373804267844,2.291321900715335
0.7809999999999999,0.41216,0.736328125,0.46793997271486987,0.6000000000000001,0.5,0.41275167785234895,0.4148148148148148,0.3810154525386314,0.42918163472548043
0.41700000000000004,0.37120000000000003,0.51953125,0.5047748976807629,0.5,0.33333333333333337,0.26174496644295303,0.37037037037037035,0.351729212656365,1.2825991247811255
0.605,0.264,0.66796875,0.5866302864938611,0.4,0.3918918918918919,0.3087248322147651,0.26296296296296295,0.445916114790287,0.7861820465271347
0.8220000000000001,0.22527999999999998,0.86328125,0.5115961800818543,0.4,0.44594594594594594,0.3221476510067114,0.2222222222222222,0.29124356144223695,1.9157454490090462
0.79,0.11648,0.8359375,0.45020463847203196,0.2,0.36036036036036034,0.30201342281879195,0.10740740740740741,0.2288447387785136,2.262179678359007
0.214,0.49088000000000004,0.59765625,0.6425648021828092,0.6000000000000001,0.22972972972972974,0.3422818791946309,0.48888888888888893,0.5567328918322295,0.023716526617316044
0.898,0.25024,0.81640625,0.7080491132332867,0.4,0.39639639639639646,0.36577181208053694,0.24814814814814817,0.28300220750551874,0.07045846364856141
0.925,0.14336000000000002,0.880859375,0.6766712141882678,0.2,0.5,0.3926174496644295,0.14444444444444443,0.17027225901398085,0.5193888544264786
0.98,0.06368,0.94921875,0.6862210095497954,0.1,0.3783783783783784,0.24496644295302014,0.06296296296296296,0.035614422369389255,1.2128334327581325
0.836,0.38336000000000003,0.552734375,0.7080491132332867,0.5,0.34684684684684686,0.2986577181208054,0.3814814814814815,0.33995584988962474,0.13453089295760615
0.682,0.44224,0.361328125,0.6643929058663005,0.6000000000000001,0.30180180180180183,0.3523489932885906,0.4444444444444444,0.5559970566593082,0.0
0.24100000000000002,0.5635200000000001,0.419921875,0.6739427012278298,0.6000000000000001,0.22972972972972974,0.3691275167785235,0.5666666666666667,0.6138337012509196,0.0
0.146,0.5494400000000002,0.431640625,0.6739427012278298,0.6000000000000001,0.2702702702702703,0.3624161073825503,0.5481481481481482,0.6203090507726269,0.0
0.165,0.5635200000000001,0.537109375,0.6657571623465195,0.6000000000000001,0.32882882882882886,0.44630872483221473,0.5592592592592592,0.6016188373804268,0.0
0.063,0.5945600000000001,0.408203125,0.6548431105047747,0.6000000000000001,0.2792792792792793,0.44295302013422816,0.5925925925925926,0.6538631346578365,0.0
0.10800000000000001,0.6028800000000001,0.177734375,0.6493860845839023,0.6000000000000001,0.14864864864864866,0.45302013422818793,0.5962962962962963,0.660485651214128,0.0
0.287,0.54688,0.365234375,0.6698499317871764,0.6000000000000001,0.20720720720720723,0.3691275167785235,0.5444444444444444,0.6356144223693893,0.0
0.531,0.4163200000000001,0.400390625,0.7353342428376521,0.6000000000000001,0.2927927927927928,0.3456375838926174,0.4074074074074074,0.5508462104488594,0.0
0.469,0.40448,0.197265625,0.8663028649386053,0.5,0.24774774774774777,0.2651006711409396,0.3814814814814815,0.635467255334805,0.0
0.655,0.23872,0.423828125,0.8308321964529313,0.4,0.1936936936936937,0.2751677852348993,0.24074074074074076,0.5805739514348784,0.0
0.5529999999999999,0.4064,0.455078125,0.7667121418826728,0.5,0.3198198198198199,0.3221476510067114,0.4,0.6473877851361295,0.07045846364856141
0.561,0.40693333333333337,0.46484375,0.6821282401091384,0.30000000000000004,0.12612612612612611,0.2818791946308725,0.3370370370370371,0.6239882266372333,0.0
0.855,0.35264,0.60546875,0.5934515688949524,0.6000000000000001,0.40990990990990994,0.35906040268456374,0.35555555555555557,0.5751287711552612,0.0
0.7140000000000001,0.39104000000000005,0.61328125,0.5920873124147334,0.6000000000000001,0.43243243243243246,0.41275167785234895,0.3925925925925926,0.5147902869757174,0.11332868530700317
0.47100000000000003,0.6483200000000001,0.611328125,0.5879945429740783,0.7000000000000001,0.36036036036036034,0.46308724832214765,0.6444444444444445,0.6819720382634289,0.0
0.563,0.6624000000000001,0.423828125,0.4788540245566164,0.7000000000000001,0.5315315315315315,0.5302013422818792,0.6555555555555554,0.6509197939661515,0.0
0.48600000000000004,0.5449600000000001,0.603515625,0.5688949522510214,0.5,0.40990990990990994,0.46308724832214765,0.5407407407407407,0.6656364974245769,0.6760010217249748
0.467,0.5715200000000001,0.375,0.7230559345156866,0.6000000000000001,0.3063063063063063,0.5302013422818792,0.562962962962963,0.3671817512877115,0.013902905168991422
0.6659999999999999,0.512,0.30078125,0.6712141882673919,0.6000000000000001,0.6126126126126127,0.667785234899329,0.5,0.6724061810154525,0.0
0.105,0.6435200000000001,0.3515625,0.6575716234652091,0.7000000000000001,0.5765765765765767,0.7013422818791947,0.6407407407407407,0.6844738778513613,0.0
0.621,0.6528,0.2734375,0.6507503410641178,0.7000000000000001,0.6261261261261262,0.6845637583892619,0.6518518518518519,0.7037527593818984,0.0
0.399,0.6272000000000001,0.240234375,0.637107776261935,0.7000000000000001,0.5855855855855856,0.7583892617449665,0.625925925925926,0.6791758646063281,0.0
0.36200000000000004,0.5907200000000001,0.427734375,0.5361527967257835,0.7000000000000001,0.5270270270270271,0.6342281879194631,0.5888888888888889,0.6119205298013244,0.0
0.445,0.6035200000000002,0.359375,0.6521145975443368,0.7000000000000001,0.37387387387387394,0.42953020134228187,0.6037037037037036,0.7452538631346578,0.0
0.102,0.5438400000000001,0.423828125,0.7230559345156866,0.7000000000000001,0.17117117117117117,0.3859060402684564,0.7185185185185186,0.8035320088300221,0.0
0.131,0.7228800000000001,0.3046875,0.6330150068212816,0.7000000000000001,0.2747747747747748,0.5167785234899329,0.7222222222222222,0.6991905813097865,0.0
0.401,0.6332800000000001,0.294921875,0.5402455661664387,0.7000000000000001,0.40540540540540543,0.6208053691275168,0.6296296296296295,0.6379690949227372,0.0
0.861,0.08544,0.771484375,0.5334242837653473,0.1,0.5630630630630631,0.4060402684563758,0.07777777777777777,0.1735099337748344,2.0901341712185793
0.956,0.17696,0.8671875,0.5716234652114593,0.30000000000000004,0.45945945945945954,0.35570469798657717,0.17037037037037034,0.3498160412067697,1.1387940783009416
0.633,0.6300800000000001,0.576171875,0.601637107776261,0.7000000000000001,0.5360360360360361,0.5302013422818792,0.625925925925926,0.7699779249448123,0.0
0.384,0.7635200000000001,0.28515625,0.5579809004092766,0.7000000000000001,0.4009009009009009,0.5671140939597317,0.7592592592592592,0.8039735099337748,0.0
0.35600000000000004,0.6441600000000001,0.244140625,0.5470668485675301,0.7000000000000001,0.4909909909909911,0.6006711409395974,0.6444444444444445,0.7533480500367917,0.0
0.322,0.7552000000000001,0.349609375,0.5934515688949524,0.7000000000000001,0.45495495495495497,0.6577181208053692,0.7518518518518518,0.7963208241353936,0.0
0.299,0.75616,0.35546875,0.6002728512960438,0.7000000000000001,0.4774774774774775,0.6778523489932887,0.7518518518518518,0.797645327446652,0.0
0.462,0.6988800000000001,0.412109375,0.5484311050477473,0.7000000000000001,0.5225225225225226,0.6778523489932887,0.6925925925925925,0.6930095658572479,0.0
0.668,0.4912,0.421875,0.5279672578444732,0.6000000000000001,0.5405405405405406,0.5570469798657719,0.48518518518518516,0.7399558498896246,0.0
0.527,0.6358400000000001,0.38671875,0.5047748976807629,0.6000000000000001,0.45945945945945954,0.5469798657718121,0.637037037037037,0.7718910963944077,0.0
0.821,0.33536,0.6328125,0.4447476125511596,0.30000000000000004,0.5,0.4664429530201343,0.3370370370370371,0.5289183222958057,0.0
0.9059999999999999,0.10303999999999999,0.87890625,0.39017735334242865,0.1,0.4864864864864865,0.3825503355704698,0.09629629629629628,0.17939661515820454,1.930941533361392
0.631,0.46144,0.748046875,0.3424283765347891,0.6000000000000001,0.3873873873873874,0.4228187919463087,0.45185185185185184,0.5205298013245033,1.1515209443235117
0.5700000000000001,0.49408,0.701171875,0.2646657571623461,0.8,0.4414414414414415,0.35570469798657717,0.48888888888888893,0.44311994113318615,2.272950287864355
0.523,0.6211200000000001,0.58203125,0.35061391541609765,0.7000000000000001,0.5135135135135136,0.4228187919463087,0.6185185185185185,0.8167770419426048,0.7852704694357512
0.43100000000000005,0.7379200000000001,0.56640625,0.49522510231923533,0.8,0.4009009009009009,0.48322147651006714,0.7222222222222222,0.848859455481972,0.6004834956965259
0.946,0.15488000000000002,0.873046875,0.5457025920873111,0.2,0.4909909909909911,0.38926174496644295,0.15555555555555556,0.19661515820456216,1.0123279200710973
0.756,0.5443200000000001,0.650390625,0.5784447476125507,0.7000000000000001,0.5990990990990992,0.5167785234899329,0.5407407407407407,0.4681383370125092,0.1578580846155803
0.807,0.24896000000000001,0.490234375,0.5866302864938611,0.30000000000000004,0.5180180180180181,0.4328859060402685,0.24444444444444446,0.46239882266372334,1.4388868112390611
0.136,0.84096,0.349609375,0.6671214188267385,0.8,0.38288288288288286,0.5369127516778525,0.837037037037037,0.8816777041942604,0.0
0.418,0.7696000000000001,0.513671875,0.637107776261935,0.8,0.45945945945945954,0.6476510067114094,0.7592592592592592,0.8275202354672553,0.01882175424058776
0.54,0.7171200000000001,0.3203125,0.5811732605729869,0.6000000000000001,0.5900900900900901,0.6610738255033558,0.7185185185185186,0.7509933774834436,0.0
0.525,0.8275200000000001,0.333984375,0.5061391541609819,0.8,0.5990990990990992,0.7248322147651007,0.8296296296296296,0.837233259749816,0.0
0.6900000000000001,0.4723200000000001,0.548828125,0.47476125511596123,0.8,0.44594594594594594,0.6040268456375839,0.4703703703703704,0.6910963944076526,0.013902905168991422
0.459,0.6841600000000001,0.21875,0.6125511596180075,0.7000000000000001,0.2927927927927928,0.3791946308724832,0.6851851851851851,0.9630610743193524,0.0
0.231,0.9024000000000001,0.298828125,0.6330150068212816,0.8,0.1891891891891892,0.43624161073825507,0.8925925925925926,0.9766004415011037,0.0
0.41100000000000003,0.6163200000000001,0.326171875,0.5784447476125507,0.6000000000000001,0.3783783783783784,0.3825503355704698,0.6185185185185185,0.943635025754231,0.0
0.11800000000000001,0.9091200000000002,0.248046875,0.6507503410641178,0.8,0.23873873873873874,0.43624161073825507,0.9111111111111111,0.9999999999999999,0.0
0.147,0.88,0.376953125,0.6807639836289212,0.8,0.32882882882882886,0.5134228187919463,0.8777777777777777,0.973951434878587,0.0
0.629,0.8092800000000001,0.40234375,0.6875852660300126,0.8,0.4009009009009009,0.5436241610738256,0.8074074074074074,0.8382634289919058,0.0
0.621,0.71328,0.5703125,0.6848567530695746,0.8,0.4774774774774775,0.5436241610738256,0.711111111111111,0.6554819720382634,0.0
0.604,0.8595200000000002,0.54296875,0.6834924965893592,0.8,0.5135135135135136,0.6073825503355705,0.8518518518518517,0.8753495217071375,0.0
0.7000000000000001,0.6998400000000001,0.673828125,0.6766712141882678,0.8,0.6216216216216217,0.6342281879194631,0.6962962962962963,0.9352465047829285,0.04783732941416013
0.528,0.8592000000000001,0.43359375,0.6302864938608437,0.8,0.5585585585585586,0.7315436241610739,0.8518518518518517,0.9506990434142751,0.023716526617316044
0.5750000000000001,0.88224,0.44921875,0.5989085948158248,0.8,0.6441441441441442,0.7080536912751678,0.8740740740740741,0.9071376011773362,0.2523139286139896
0.6779999999999999,0.6787200000000001,0.400390625,0.5525238744884025,0.7000000000000001,0.6621621621621623,0.5771812080536913,0.6777777777777778,0.7774834437086091,0.1864795669426183
0.509,0.7507200000000002,0.447265625,0.6643929058663005,0.8,0.5855855855855856,0.5067114093959733,0.7481481481481481,0.8838852097130243,1.048371072231363
0.52,0.8227200000000001,0.462890625,0.7789904502046383,0.8,0.6126126126126127,0.5838926174496645,0.8148148148148148,0.9267108167770418,0.023716526617316044
0.402,0.9273600000000001,0.353515625,0.8185538881309657,0.8,0.463963963963964,0.7080536912751678,0.9222222222222223,0.9848417954378219,0.0
0.42200000000000004,0.8963200000000001,0.322265625,0.8321964529331485,0.8,0.5405405405405406,0.7483221476510067,0.8962962962962963,0.8653421633554084,0.0
0.306,0.904,0.4453125,0.8171896316507485,0.8,0.6981981981981982,0.8120805369127517,0.9037037037037037,0.9124356144223694,0.0
0.189,0.9171200000000002,0.271484375,0.7776261937244175,0.8,0.7162162162162162,0.7248322147651007,0.9111111111111111,0.9493745401030168,0.0
0.026000000000000002,0.9472,0.060546875,0.6944065484311039,0.8,0.6216216216216217,0.7449664429530203,0.9555555555555555,0.9873436350257542,0.0
0.2,0.9347200000000001,0.0,0.6357435197817178,0.8,0.5945945945945946,0.7684563758389262,0.9407407407407408,0.9818984547461368,0.0
0.179,0.9257600000000001,0.064453125,0.6207366984993179,0.8,0.7027027027027027,0.7919463087248323,0.9259259259259258,0.9789551140544518,0.0
