date,precip,cloud cover,solar radiation,humidity,pressure,UV index,temp min,temp max,solar energy,PV output
2021-01-01,0.951,77.5,12.3,96.0,1013.1,1.0,-2.2,2.6,1.1,0.476
2021-01-02,0.741,58.3,,91.2,1017.6,2.0,-0.4,3.0,2.4,0.6779999999999999
2021-01-03,0.648,92.9,13.0,95.1,1018.2,1.0,-0.2,2.6,1.0,0.272
2021-01-04,0.205,82.8,16.8,89.5,1020.4,1.0,0.7,3.4,1.5,0.386
2021-01-05,0.0,77.6,40.2,84.0,1021.4,3.0,0.4,2.8,3.5,0.828
2021-01-06,0.217,90.8,,92.0,1020.7,1.0,-0.2,2.3,0.9,0.5549999999999999
2021-01-07,0.031,68.0,47.4,91.4,1019.5,3.0,-3.6,2.0,4.2,0.791
2021-01-08,0.64,87.8,,94.5,1018.3,1.0,-0.2,2.1,1.1,0.575
2021-01-09,0.024,98.5,,96.1,1026.3,1.0,-1.4,0.4,1.1,0.739
2021-01-10,0.119,80.3,20.9,96.8,1027.1,1.0,-2.6,4.6,1.8,0.788
2021-01-11,0.744,90.0,23.2,93.6,1020.1,1.0,4.7,8.0,1.9,0.406
2021-01-12,5.618,94.8,11.2,97.2,1015.8,0.0,6.7,9.4,1.1,0.32
2021-01-13,3.052,96.5,22.5,97.4,1020.1,1.0,7.1,9.2,2.0,0.539
2021-01-14,3.958,88.4,25.0,92.4,1018.5,1.0,4.8,9.3,2.2,0.554
2021-01-15,0.06,72.5,46.1,88.9,1029.2,2.0,-0.2,4.2,3.9,0.6849999999999999
2021-01-16,8.695,86.4,26.9,89.0,1019.9,2.0,5.0,8.4,2.2,0.737
2021-01-17,0.0,57.6,33.6,84.7,1026.1,2.0,3.7,6.4,3.0,1.057
2021-01-18,1.432,82.2,28.1,94.1,1021.2,2.0,3.2,9.4,2.3,0.214
2021-01-19,6.365,95.8,28.7,95.7,1004.1,2.0,8.9,10.1,2.3,0.467
2021-01-20,12.621,94.3,13.5,96.8,984.9,1.0,3.5,10.4,1.0,0.214
2021-01-21,10.163,60.3,25.1,85.2,986.3,1.0,2.7,6.2,2.1,0.86
2021-01-22,1.067,39.1,61.1,90.3,993.2,3.0,0.2,6.7,5.0,0.976
2021-01-23,0.185,49.2,,85.9,996.8,2.0,-2.2,4.3,4.5,1.396
2021-01-24,3.577,69.9,42.4,92.4,996.9,2.0,-2.8,3.0,3.7,0.899
2021-01-25,0.225,35.2,,84.2,1012.0,3.0,-2.2,4.8,5.7,1.483
2021-01-26,5.186,91.7,14.4,92.0,1014.4,1.0,1.4,8.4,1.2,0.278
2021-01-27,1.131,94.0,15.0,98.9,1011.4,1.0,7.3,9.4,1.3,0.473
2021-01-28,10.367,89.1,43.1,96.6,1002.5,2.0,9.6,11.2,3.7,0.489
2021-01-29,9.79,79.6,36.2,89.6,1000.5,2.0,6.2,9.0,3.0,0.744
2021-01-30,15.154,92.0,10.9,96.0,993.6,1.0,2.8,8.3,0.9,0.378
2021-01-31,5.571,97.0,13.6,93.5,996.5,1.0,0.3,2.6,1.2,0.397
