date,precip,cloud cover,solar radiation,humidity,pressure,UV index,temp min,temp max,solar energy,PV output
2021-03-01,0.0,55.1,78.2,87.0,1030.1,4.0,1.5,9.8,6.9,2.126
2021-03-02,0.119,71.7,55.8,93.2,1028.7,3.0,0.8,6.3,4.8,2.176
2021-03-03,3.949,85.4,31.5,96.2,1026.0,1.0,3.9,8.5,2.5,0.963
2021-03-04,1.008,94.3,21.5,94.0,1025.3,1.0,2.8,6.9,1.8,1.494
2021-03-05,0.024,73.2,140.8,72.8,1031.7,5.0,-0.1,5.4,12.2,3.263
2021-03-06,0.0,55.9,,71.8,1033.6,4.0,-2.2,5.2,8.6,3.133
2021-03-07,0.0,52.9,,75.6,1028.3,5.0,-3.0,5.1,11.6,3.353
2021-03-08,0.0,58.2,,75.7,1025.0,5.0,-2.3,8.7,11.8,2.819
2021-03-09,0.12,55.5,,81.3,1020.7,5.0,-0.1,9.4,10.8,2.87
2021-03-10,9.358,92.1,39.4,91.9,1005.3,2.0,6.2,10.6,3.4,0.422
2021-03-11,3.009,58.1,96.2,77.9,998.9,3.0,4.5,9.9,8.2,1.473
2021-03-12,6.206,56.9,110.4,84.6,1002.9,5.0,4.7,8.2,9.4,1.679
2021-03-13,7.867,53.9,108.4,76.2,999.2,6.0,4.4,7.2,9.5,1.895
2021-03-14,1.914,70.9,125.5,81.8,1016.7,5.0,5.5,9.1,10.7,1.757
2021-03-15,0.459,73.2,97.8,86.0,1023.3,5.0,7.3,11.2,8.6,2.926
2021-03-16,0.197,65.7,114.5,88.5,1030.0,5.0,5.9,13.2,9.8,2.671
2021-03-17,0.051,42.1,98.1,72.8,1034.5,5.0,2.3,11.9,8.4,2.447
2021-03-18,0.0,63.6,121.2,82.9,1030.8,5.0,1.5,12.1,10.4,2.14
2021-03-19,0.0,89.0,62.0,84.2,1028.8,2.0,5.7,9.7,5.2,1.677
2021-03-20,0.0,92.7,64.8,85.0,1032.5,3.0,5.2,9.3,5.7,1.6809999999999998
2021-03-21,0.0,85.3,81.2,78.7,1029.6,3.0,4.9,11.0,6.8,2.415
2021-03-22,0.0,73.5,160.9,82.6,1027.3,6.0,2.0,11.0,14.0,3.208
2021-03-23,0.0,84.4,115.0,84.2,1023.8,4.0,4.5,10.1,9.9,2.589
2021-03-24,0.236,70.9,77.2,82.0,1020.8,3.0,4.1,11.8,6.8,2.355
2021-03-25,0.469,65.8,96.0,84.4,1017.7,3.0,3.2,12.3,8.3,2.753
2021-03-26,6.214,61.9,109.1,82.7,1010.6,5.0,3.1,9.2,9.5,2.263
2021-03-27,2.402,60.7,122.3,78.6,1021.4,6.0,3.1,10.0,10.3,2.997
2021-03-28,0.629,91.7,44.8,85.7,1022.6,2.0,8.3,10.5,3.6,1.617
2021-03-29,0.097,60.3,138.1,86.1,1026.6,5.0,5.4,13.7,12.1,3.805
2021-03-30,0.109,45.6,196.2,66.3,1026.4,6.0,4.9,19.2,16.9,3.869
2021-03-31,0.0,60.5,94.9,67.0,1019.5,3.0,9.2,17.3,8.2,3.12
